 
root [4] .L ../Angles.C 
root [5] .L ../PDG_ZA.C 

root [5] tree->Scan("Nevent:Reaction:Nhits:PDG_ZA(PDGchit):Enhit:PhiDeg(dXhit,dYhit):ThetaDeg(dZhit):Thit","Volhit==3")
***********************************************************************************************************************
*    Row   * Instance *    Nevent *  Reaction *     Nhits * PDG_ZA(PD *     Enhit * PhiDeg(dX * ThetaDeg( *      Thit *
*       46 *        9 *   2613867 *        41 *        14 *     20040 * 16.112888 * 304.83481 * 78.139563 * 4.1041861 *
*       46 *       10 *   2613867 *        41 *        14 *      2112 * 1.5836126 * 53.295667 * 46.651048 * 6.2829107 *
*       46 *       11 *   2613867 *        41 *        14 *      2112 * 13.171885 * 193.33229 * 26.226037 * 2.4968379 *
*       46 *       12 *   2613867 *        41 *        14 *     10020 * 50.202573 * 304.65152 * 129.45345 * 1.9520544 *
*       46 *       13 *   2613867 *        41 *        14 *      2212 * 29.995938 * 143.60648 * 158.24067 * 1.8290551 *
*       47 *        0 *   2659631 *        42 *        10 *        22 * 0.3980675 * 134.44492 * 155.19861 * 0.8025334 *
*       47 *        1 *   2659631 *        42 *        10 *        22 * 6.3907024 * 168.64790 * 93.520630 * 0.8027537 *
*       47 *        2 *   2659631 *        42 *        10 *        22 * 4.1163927 * 224.97041 * 31.409155 * 0.8029824 *
*       47 *        3 *   2659631 *        42 *        10 *        22 * 1.5155364 * 102.34674 * 106.28307 * 0.8020949 *
*       47 *        4 *   2659631 *        42 *        10 *      2112 * 5.5880499 * 130.18212 * 96.538545 * 3.5653763 *
*       47 *        5 *   2659631 *        42 *        10 *      2112 * 6.2098251 * 21.827620 * 80.905208 * 3.4066315 *
*       47 *        6 *   2659631 *        42 *        10 *      2212 * 12.464550 * 313.05801 * 65.792814 * 2.5550375 *
*       47 *        7 *   2659631 *        42 *        10 *      2112 * 19.835543 * 37.142205 * 30.005922 * 2.1297383 *
*       47 *        8 *   2659631 *        42 *        10 *     20030 * 40.474119 * 255.32592 * 39.760614 * 2.4741848 *
*       47 *        9 *   2659631 *        42 *        10 *    110230 * 140.12059 * 118.74588 * 5.9178757 * 3.4244863 *
*       48 *        0 *   2698578 *        43 *        15 *    340771 * 43.730153 * 88.881637 * 8.0235493 * 10.109389 *
*       48 *        1 *   2698578 *        43 *        15 *        22 * 0.8462607 * 38.554108 * 98.144514 * 0.8024688 *
Type <CR> to continue or q to quit ==> 
*       48 *        2 *   2698578 *        43 *        15 *        22 * 1.0398379 * 192.69204 * 172.76721 * 0.8026329 *
*       48 *        3 *   2698578 *        43 *        15 *        22 * 1.2306004 * 337.73537 * 85.771007 * 0.8031485 *
*       48 *        4 *   2698578 *        43 *        15 *        22 * 1.2693019 * 351.74991 * 118.10568 * 0.8029736 *
*       48 *        5 *   2698578 *        43 *        15 *      2112 * 2.8405665 * 117.24996 * 35.407096 * 4.8030317 *
*       48 *        6 *   2698578 *        43 *        15 *     20040 * 6.9721373 * 249.25342 * 117.65757 * 5.9889624 *
*       48 *        7 *   2698578 *        43 *        15 *      2212 * 10.401344 * 182.04073 * 99.494696 * 2.7454105 *
*       48 *        8 *   2698578 *        43 *        15 *      2112 * 4.9919186 * 65.135354 * 148.20580 * 3.7447023 *
*       48 *        9 *   2698578 *        43 *        15 *      2212 * 11.711060 * 307.04112 * 60.323545 * 2.6218033 *
*       48 *       10 *   2698578 *        43 *        15 *      2112 * 11.815322 * 150.68801 * 34.821147 * 2.6080632 *
*       48 *       11 *   2698578 *        43 *        15 *     20030 * 32.950791 * 273.22138 * 54.772163 * 2.6879105 *
*       48 *       12 *   2698578 *        43 *        15 *      2212 * 11.208713 * 111.55504 * 129.37464 * 2.6613496 *
*       48 *       13 *   2698578 *        43 *        15 *      2112 * 14.508038 * 118.14426 * 100.77699 * 2.4010986 *
*       48 *       14 *   2698578 *        43 *        15 *     10030 * 24.495519 * 347.51497 * 56.385464 * 3.0360949 *
*       49 *        0 *   2737321 *        44 *         7 *        22 * 4.0419719 * 289.30883 * 123.40187 * 0.8021557 *
*       49 *        1 *   2737321 *        44 *         7 *     30070 * 28.214214 * 248.41471 * 19.499754 * 4.1003145 *
*       49 *        2 *   2737321 *        44 *         7 *     10030 * 44.861839 * 184.65600 * 15.895058 * 2.3730620 *
*       49 *        3 *   2737321 *        44 *         7 *      2212 * 17.078235 * 10.009923 * 13.760048 * 2.2558635 *
*       49 *        4 *   2737321 *        44 *         7 *     20040 * 59.913593 * 248.04623 * 9.1493863 * 2.3667640 *
*       49 *        5 *   2737321 *        44 *         7 *     10020 * 23.744597 * 121.26831 * 41.338211 * 2.6052881 *
*       49 *        6 *   2737321 *        44 *         7 *     60130 * 40.394154 * 22.067804 * 20.061164 * 4.6023380 *
*       50 *        0 *   2751639 *        45 *        21 *    370800 * 42.911719 * 223.67951 * 3.4911922 * 10.390910 *
*       50 *        1 *   2751639 *        45 *        21 *        22 * 0.1719955 * 0.6657626 * 116.75074 * 0.8027341 *
*       50 *        2 *   2751639 *        45 *        21 *        22 * 0.1569607 * 184.48408 * 115.40434 * 0.8025376 *
*       50 *        3 *   2751639 *        45 *        21 *        22 * 0.0631270 *  59.42011 * 84.763840 * 0.8030727 *
*       50 *        4 *   2751639 *        45 *        21 *        22 * 0.2535848 * 138.21594 * 39.455897 * 0.8027929 *
Type <CR> to continue or q to quit ==> 
*       50 *        5 *   2751639 *        45 *        21 *        22 * 0.5760354 * 243.20192 * 46.665926 * 0.8023332 *
*       50 *        6 *   2751639 *        45 *        21 *        22 * 0.7904324 * 43.239662 * 93.216960 * 0.8030161 *
*       50 *        7 *   2751639 *        45 *        21 *        22 * 1.0300239 * 332.44853 * 31.972496 * 0.8025827 *
*       50 *        8 *   2751639 *        45 *        21 *        22 * 1.2044627 * 93.366054 * 62.195701 * 0.8030337 *
*       50 *        9 *   2751639 *        45 *        21 *        22 * 1.4122640 * 275.29874 * 11.288404 * 0.8025642 *
*       50 *       10 *   2751639 *        45 *        21 *        22 * 1.5349598 * 182.58351 * 125.18714 * 0.8025601 *
*       50 *       11 *   2751639 *        45 *        21 *        22 * 1.4756055 * 242.93400 * 140.77337 * 0.8023757 *
*       50 *       12 *   2751639 *        45 *        21 *      2212 * 9.9499225 * 331.73837 * 44.828954 * 2.7968818 *
*       50 *       13 *   2751639 *        45 *        21 *      2112 * 4.6732907 * 168.68024 * 89.824994 * 3.8562198 *
*       50 *       14 *   2751639 *        45 *        21 *      2112 *  6.128935 * 75.337413 * 20.096944 * 3.4311608 *
*       50 *       15 *   2751639 *        45 *        21 *      2212 * 7.4724442 * 18.141049 * 115.49135 * 3.1527581 *
*       50 *       16 *   2751639 *        45 *        21 *      2112 * 19.718767 * 203.75501 * 35.817855 * 2.1351992 *
*       50 *       17 *   2751639 *        45 *        21 *     10030 * 26.012369 * 54.000820 * 100.94569 * 2.9614820 *
*       50 *       18 *   2751639 *        45 *        21 *      2112 * 10.160320 * 279.37755 *  141.5441 * 2.7734044 *
*       50 *       19 *   2751639 *        45 *        21 *      2112 * 34.782327 * 63.344099 * 72.067575 * 1.7396092 *
*       50 *       20 *   2751639 *        45 *        21 *     20040 * 21.079903 * 238.24394 * 73.099806 * 3.6431818 *
*       51 *        0 *   2786819 *        46 *        17 *    370800 * 32.928751 * 80.440673 * 13.560205 * 11.794879 *
*       51 *        1 *   2786819 *        46 *        17 *        22 * 0.1716406 * 213.49062 * 120.53499 * 0.8029040 *
*       51 *        2 *   2786819 *        46 *        17 *        22 * 0.1609195 * 286.71370 * 57.683504 * 0.8025734 *
*       51 *        3 *   2786819 *        46 *        17 *        22 * 0.1466136 * 248.24561 * 157.36056 * 0.8027038 *
*       51 *        4 *   2786819 *        46 *        17 *        22 * 0.4061746 * 245.65825 * 37.827224 * 0.8027425 *
*       51 *        5 *   2786819 *        46 *        17 *        22 * 0.7102492 * 140.66572 * 89.971606 * 0.8029119 *
*       51 *        6 *   2786819 *        46 *        17 *        22 * 0.9724417 * 91.902794 * 135.35439 * 0.8026519 *
*       51 *        7 *   2786819 *        46 *        17 *      2112 * 2.0128034 * 114.27442 * 52.766257 * 5.6226051 *
*       51 *        8 *   2786819 *        46 *        17 *      2112 * 3.8798621 * 258.37275 * 61.181422 * 4.1852598 *
Type <CR> to continue or q to quit ==> 
*       51 *        9 *   2786819 *        46 *        17 *      2112 * 0.5833085 * 113.85748 * 74.693612 * 10.034996 *
*       51 *       10 *   2786819 *        46 *        17 *      2112 * 1.9667368 * 215.04121 * 77.398775 * 5.6853014 *
*       51 *       11 *   2786819 *        46 *        17 *      2212 * 21.659811 * 341.22717 * 30.803696 * 2.0599259 *
*       51 *       12 *   2786819 *        46 *        17 *      2112 * 3.4048231 * 326.84461 * 146.07510 * 4.4320812 *
*       51 *       13 *   2786819 *        46 *        17 *     10030 * 47.901243 * 218.53978 * 23.629822 * 2.3139053 *
*       51 *       14 *   2786819 *        46 *        17 *      2112 * 3.2213554 * 1.8278176 * 55.030144 * 4.5413410 *
*       51 *       15 *   2786819 *        46 *        17 *     20030 * 27.541540 * 237.07142 * 84.075944 * 2.8904553 *
*       51 *       16 *   2786819 *        46 *        17 *      2212 * 23.908123 * 352.85846 * 110.97410 * 1.9850750 *
*       52 *        0 *   2801685 *        -7 *         1 *     80180 * 274.96439 * 122.97933 * 7.9330235 * 2.3491202 *
*       53 *        0 *   2805959 *        47 *         8 *     60120 * 71.676818 * 112.66217 * 4.6907986 * 3.4549423 *
*       53 *        1 *   2805959 *        47 *         8 *     20040 * 7.3898352 * 125.96398 * 23.606101 * 5.8278356 *
*       53 *        2 *   2805959 *        47 *         8 *      2112 * 8.5080641 * 341.94117 * 61.837512 * 2.9817433 *
*       53 *        3 *   2805959 *        47 *         8 *      2212 * 15.092491 * 119.09644 * 39.680503 * 2.3687168 *
*       53 *        4 *   2805959 *        47 *         8 *      2112 * 10.521497 * 146.59646 * 93.179649 * 2.7404210 *
*       53 *        5 *   2805959 *        47 *         8 *     20040 *  51.78565 * 86.217010 * 8.7662120 * 2.5080648 *
*       53 *        6 *   2805959 *        47 *         8 *     20040 * 32.622061 * 316.99507 * 29.466166 * 3.0264884 *
*       53 *        7 *   2805959 *        47 *         8 *     10030 * 30.945563 * 264.36729 * 35.253439 * 2.7532132 *
*       54 *        0 *   2858876 *        48 *        18 *        22 * 0.7787939 * 144.26889 * 125.87901 * 0.8026560 *
*       54 *        1 *   2858876 *        48 *        18 *        22 * 0.9435301 * 219.71865 * 163.54623 * 0.8028827 *
*       54 *        2 *   2858876 *        48 *        18 *        22 * 0.9702528 * 166.92926 * 159.02481 * 0.8027702 *
*       54 *        3 *   2858876 *        48 *        18 *        22 * 0.7266179 * 29.863134 * 55.939443 * 0.8020315 *
*       54 *        4 *   2858876 *        48 *        18 *        22 * 1.1141298 * 118.22128 * 144.12263 * 0.8024439 *
*       54 *        5 *   2858876 *        48 *        18 *        22 * 0.7807164 * 302.78563 * 160.32600 * 0.8027580 *
*       54 *        6 *   2858876 *        48 *        18 *        22 * 0.6514303 * 23.478022 * 93.079885 * 0.8019474 *
*       54 *        7 *   2858876 *        48 *        18 *      2112 * 2.7752530 * 306.64107 * 16.049250 * 4.8596065 *
Type <CR> to continue or q to quit ==> 
*       54 *        8 *   2858876 *        48 *        18 *      2112 * 1.3149176 * 142.61919 * 30.956949 * 6.8402191 *
*       54 *        9 *   2858876 *        48 *        18 *      2212 * 6.7320027 * 341.37957 * 93.058192 * 3.2913186 *
*       54 *       10 *   2858876 *        48 *        18 *      2112 * 4.5868933 * 346.41439 * 57.938449 * 3.8851278 *
*       54 *       11 *   2858876 *        48 *        18 *      2212 * 16.394624 * 66.175568 * 102.48981 * 2.2872371 *
*       54 *       12 *   2858876 *        48 *        18 *      2212 * 11.822198 * 19.328056 * 140.76115 * 2.6053198 *
*       54 *       13 *   2858876 *        48 *        18 *      2112 * 0.8150160 * 72.533989 * 39.283236 * 8.5475323 *
*       54 *       14 *   2858876 *        48 *        18 *    380840 * 52.770731 * 210.18395 * 16.538378 * 9.6436825 *
*       54 *       15 *   2858876 *        48 *        18 *      2112 * 21.412368 * 6.7125683 * 58.373446 * 2.0684225 *
*       54 *       16 *   2858876 *        48 *        18 *      2112 * 52.190318 * 23.330926 * 54.256351 * 1.5163686 *
*       54 *       17 *   2858876 *        48 *        18 *      2212 * 20.754573 * 89.741948 * 132.01978 * 2.0915977 *
*       55 *        0 *   2939179 *        49 *        16 *    360810 * 52.970932 * 206.21854 * 5.5634237 * 9.4558217 *
*       55 *        1 *   2939179 *        49 *        16 *        22 * 0.0513615 * 42.867007 * 22.889133 * 0.8025974 *
*       55 *        2 *   2939179 *        49 *        16 *        22 * 0.8282543 * 57.989939 * 76.649942 * 0.8024092 *
*       55 *        3 *   2939179 *        49 *        16 *        22 * 1.0969436 * 137.18735 * 121.89843 * 0.8022580 *
*       55 *        4 *   2939179 *        49 *        16 *        22 * 0.8120903 * 1.0782364 * 125.52588 * 0.8028245 *
*       55 *        5 *   2939179 *        49 *        16 *        22 * 0.0879139 * 85.086266 * 112.94179 * 0.8022707 *
*       55 *        6 *   2939179 *        49 *        16 *      2212 * 10.254918 * 232.89017 * 52.353990 * 2.7642477 *
*       55 *        7 *   2939179 *        49 *        16 *      2112 * 2.5869571 * 85.461305 * 115.92870 * 5.0101984 *
*       55 *        8 *   2939179 *        49 *        16 *      2112 * 2.5023652 * 254.88782 * 100.24933 * 5.0959399 *
*       55 *        9 *   2939179 *        49 *        16 *      2212 * 9.8596635 * 102.80437 * 34.460104 * 2.8061581 *
*       55 *       10 *   2939179 *        49 *        16 *      2212 * 21.246474 * 165.16439 * 51.901753 * 2.0743990 *
*       55 *       11 *   2939179 *        49 *        16 *      2112 * 4.7290552 * 169.58109 * 24.207949 * 3.8351363 *
*       55 *       12 *   2939179 *        49 *        16 *      2112 * 3.4157830 * 74.897476 * 116.61919 * 4.4238746 *
*       55 *       13 *   2939179 *        49 *        16 *      2112 * 21.842997 * 45.920328 * 60.434099 * 2.0546462 *
*       55 *       14 *   2939179 *        49 *        16 *      2212 * 16.260298 * 224.17922 * 139.70921 * 2.2992963 *
Type <CR> to continue or q to quit ==> 
*       55 *       15 *   2939179 *        49 *        16 *     20040 * 47.084442 * 358.75602 * 119.70897 * 2.6066774 *
*       56 *        0 *   2968104 *        50 *         8 *     20040 * 21.691156 * 27.744268 *  13.47571 * 3.6028844 *
*       56 *        1 *   2968104 *        50 *         8 *     20040 * 21.149038 * 10.537821 * 16.356571 * 3.6432330 *
*       56 *        2 *   2968104 *        50 *         8 *      2112 * 5.9312112 * 27.271274 * 14.979248 * 3.4790842 *
*       56 *        3 *   2968104 *        50 *         8 *     20040 * 29.106880 * 205.10291 * 14.955420 * 3.1766206 *
*       56 *        4 *   2968104 *        50 *         8 *     50100 * 103.36685 * 85.609118 * 4.3050886 * 2.7468888 *
*       56 *        5 *   2968104 *        50 *         8 *     10020 * 0.6712915 * 338.26232 * 116.13917 * 13.087349 *
*       56 *        6 *   2968104 *        50 *         8 *     10030 * 16.304611 * 250.72569 * 36.352983 * 3.6075598 *
*       56 *        7 *   2968104 *        50 *         8 *     10020 * 7.1501692 * 150.11589 * 47.642155 * 4.3284384 *
*       57 *        0 *   3010801 *        51 *         8 *        22 * 3.8927159 * 73.950055 * 34.641124 * 0.8030177 *
*       57 *        1 *   3010801 *        51 *         8 *     20040 * 37.445622 * 335.57873 * 12.692698 * 2.8600717 *
*       57 *        2 *   3010801 *        51 *         8 *      2112 * 11.512997 * 113.46977 * 11.933249 * 2.6383135 *
*       57 *        3 *   3010801 *        51 *         8 *     20040 * 39.155151 * 219.65683 * 16.185618 * 2.8074861 *
*       57 *        4 *   3010801 *        51 *         8 *      2112 * 20.358384 * 156.28622 * 16.269017 * 2.1105839 *
*       57 *        5 *   3010801 *        51 *         8 *     10020 * 22.158529 * 235.11178 * 36.798425 * 2.6746194 *
*       57 *        6 *   3010801 *        51 *         8 *     20030 * 10.160316 * 57.781985 * 102.72066 * 4.4439014 *
*       57 *        7 *   3010801 *        51 *         8 *     70150 * 79.898758 * 38.515998 * 2.1638497 * 3.6293986 *
*       58 *        0 *   3147436 *        52 *        13 *    380830 * 44.820443 * 83.565908 * 12.588716 * 10.359588 *
*       58 *        1 *   3147436 *        52 *        13 *        22 * 1.2750767 * 231.46127 * 121.30573 * 0.8021620 *
*       58 *        2 *   3147436 *        52 *        13 *        22 * 1.4200466 * 229.78370 * 132.40938 * 0.8022180 *
*       58 *        3 *   3147436 *        52 *        13 *        22 * 1.5942181 * 29.770813 * 115.55404 * 0.8033171 *
*       58 *        4 *   3147436 *        52 *        13 *        22 * 1.6146776 * 78.963053 * 119.74107 * 0.8028885 *
*       58 *        5 *   3147436 *        52 *        13 *      2112 * 0.2608784 * 274.33438 * 137.17134 * 14.763834 *
*       58 *        6 *   3147436 *        52 *        13 *      2112 * 2.6374107 * 106.42690 * 97.624543 * 4.9703575 *
*       58 *        7 *   3147436 *        52 *        13 *      2112 * 11.056654 * 305.99459 * 27.468424 * 2.6822048 *
Type <CR> to continue or q to quit ==> 
*       58 *        8 *   3147436 *        52 *        13 *      2112 *     13.62 * 184.63401 * 32.418362 * 2.4633779 *
*       58 *        9 *   3147436 *        52 *        13 *      2212 * 19.980003 * 161.69890 * 104.71107 *  2.120942 *
*       58 *       10 *   3147436 *        52 *        13 *      2112 * 13.595018 * 111.99486 * 93.706857 * 2.4666192 *
*       58 *       11 *   3147436 *        52 *        13 *     20040 * 80.170786 * 301.05150 * 82.141140 * 2.1176700 *
*       58 *       12 *   3147436 *        52 *        13 *      2212 * 21.612084 * 215.27112 * 72.544957 * 2.0592507 *
*       59 *        0 *   3232077 *        53 *        17 *    350781 * 48.851247 * 69.597699 * 7.6456355 * 9.6513633 *
*       59 *        1 *   3232077 *        53 *        17 *        22 * 0.0466478 * 278.21208 * 85.442166 * 0.8029244 *
*       59 *        2 *   3232077 *        53 *        17 *        22 * 0.1127189 * 114.50244 * 60.122091 * 0.8023824 *
*       59 *        3 *   3232077 *        53 *        17 *        22 * 0.0963925 * 116.77489 * 159.59213 * 0.8025407 *
*       59 *        4 *   3232077 *        53 *        17 *        22 * 0.5880115 * 299.06766 * 94.153442 * 0.8029565 *
*       59 *        5 *   3232077 *        53 *        17 *        22 * 0.8548698 * 276.97835 * 116.96412 * 0.8028925 *
*       59 *        6 *   3232077 *        53 *        17 *        22 * 1.0832975 * 334.48896 * 87.536247 * 0.8029188 *
*       59 *        7 *   3232077 *        53 *        17 *      2112 * 1.9679470 * 206.83873 * 56.149346 * 5.6787579 *
*       59 *        8 *   3232077 *        53 *        17 *      2112 * 0.2494992 * 10.488595 * 82.008539 * 15.093518 *
*       59 *        9 *   3232077 *        53 *        17 *      2212 * 6.4926755 * 326.69614 * 61.818200 * 3.3466315 *
*       59 *       10 *   3232077 *        53 *        17 *      2212 * 7.6672985 * 216.92326 * 62.810525 * 3.1173156 *
*       59 *       11 *   3232077 *        53 *        17 *     10020 * 11.864574 * 92.583771 * 95.962747 * 3.4729362 *
*       59 *       12 *   3232077 *        53 *        17 *      2212 * 8.7457644 * 304.06628 * 84.145489 * 2.9527851 *
*       59 *       13 *   3232077 *        53 *        17 *     10030 * 8.8940267 * 33.386737 * 94.672691 * 4.7094769 *
*       59 *       14 *   3232077 *        53 *        17 *     10030 * 16.604158 * 224.42041 * 132.54936 * 3.5783808 *
*       59 *       15 *   3232077 *        53 *        17 *      2112 * 17.872965 * 226.59037 * 28.960621 * 2.2177172 *
*       59 *       16 *   3232077 *        53 *        17 *     10020 * 28.356229 * 244.33997 * 72.376304 * 2.4260077 *
*       60 *        0 *   3314743 *        54 *        18 *    370790 * 49.720573 * 254.77097 * 7.4743542 * 9.6312537 *
*       60 *        1 *   3314743 *        54 *        18 *        22 * 0.1175748 * 318.33801 * 118.33538 * 0.8025509 *
*       60 *        2 *   3314743 *        54 *        18 *        22 * 0.6423480 * 0.7247715 * 116.08914 * 0.8022656 *
Type <CR> to continue or q to quit ==> 
*       60 *        3 *   3314743 *        54 *        18 *        22 * 0.7368340 * 261.47150 * 108.65535 * 0.8029948 *
*       60 *        4 *   3314743 *        54 *        18 *        22 * 0.8554018 * 198.94509 * 67.295522 * 0.8031046 *
*       60 *        5 *   3314743 *        54 *        18 *        22 * 0.9428802 * 202.58634 * 52.078161 * 0.8030451 *
*       60 *        6 *   3314743 *        54 *        18 *        22 * 1.1123589 * 335.05448 * 34.852382 * 0.8025029 *
*       60 *        7 *   3314743 *        54 *        18 *        22 * 1.2465949 * 194.29389 * 102.61549 * 0.8031171 *
*       60 *        8 *   3314743 *        54 *        18 *        22 * 1.4255588 * 201.31488 * 59.952316 * 0.8030815 *
*       60 *        9 *   3314743 *        54 *        18 *      2112 * 1.9388836 * 214.93647 * 37.680869 * 5.7230100 *
*       60 *       10 *   3314743 *        54 *        18 *      2212 * 2.8920133 * 279.85092 * 127.78836 * 4.7690509 *
*       60 *       11 *   3314743 *        54 *        18 *      2112 * 1.5108088 * 150.24243 * 46.738498 * 6.4165066 *
*       60 *       12 *   3314743 *        54 *        18 *      2112 * 12.275358 * 60.973692 * 106.31341 * 2.5674707 *
*       60 *       13 *   3314743 *        54 *        18 *     10020 * 26.012573 * 158.58348 * 73.037661 * 2.5111947 *
*       60 *       14 *   3314743 *        54 *        18 *     10030 * 16.690753 * 300.37066 * 89.175383 * 3.5704822 *
*       60 *       15 *   3314743 *        54 *        18 *      2112 * 4.7401279 * 115.74174 * 106.92884 * 3.8315297 *
*       60 *       16 *   3314743 *        54 *        18 *      2112 * 18.953699 * 166.02963 * 61.046664 * 2.1698064 *
*       60 *       17 *   3314743 *        54 *        18 *     20040 * 39.432877 * 44.534312 * 94.309433 * 2.7966963 *
*       61 *        0 *   3388179 *        -8 *         1 *     80180 * 274.93344 * 189.60762 * 7.9961538 * 2.3490601 *
*       62 *        0 *   3476999 *        -9 *         1 *     80180 * 274.89840 * 256.82091 * 6.8511431 * 2.3488622 *
*       63 *        0 *   3534360 *       -10 *         1 *     80180 * 274.88367 * 314.69779 * 8.9970305 * 2.3493304 *
*       64 *        0 *   3536663 *       -11 *         1 *     80180 * 274.91920 * 218.91743 * 7.0151566 * 2.3487947 *
*       65 *        0 *   3570563 *        55 *        19 *    380820 * 47.281149 * 201.46258 * 17.092595 * 10.037505 *
*       65 *        1 *   3570563 *        55 *        19 *        22 * 0.5763481 * 189.15071 * 97.580633 * 0.8024475 *
*       65 *        2 *   3570563 *        55 *        19 *        22 * 0.7736576 * 70.037730 * 35.652878 * 0.8027879 *
*       65 *        3 *   3570563 *        55 *        19 *        22 * 0.8790152 * 43.649641 * 115.84595 * 0.8028859 *
*       65 *        4 *   3570563 *        55 *        19 *        22 * 1.0001914 * 270.79973 * 116.34032 * 0.8024974 *
*       65 *        5 *   3570563 *        55 *        19 *        22 * 1.0316929 * 199.66907 * 61.971272 * 0.8024486 *
Type <CR> to continue or q to quit ==> 
*       65 *        6 *   3570563 *        55 *        19 *        22 * 1.0609675 * 78.310335 * 119.27679 * 0.8028407 *
*       65 *        7 *   3570563 *        55 *        19 *        22 * 1.2582056 * 125.19378 * 39.633717 * 0.8026794 *
*       65 *        8 *   3570563 *        55 *        19 *        22 * 1.3484957 * 194.14254 * 129.09148 * 0.8024840 *
*       65 *        9 *   3570563 *        55 *        19 *      2112 * 7.3368431 * 198.92585 * 6.4432025 * 3.1771923 *
*       65 *       10 *   3570563 *        55 *        19 *      2212 * 7.0497214 * 317.03110 * 136.60952 * 3.2295981 *
*       65 *       11 *   3570563 *        55 *        19 *      2112 * 2.5648764 * 290.35162 * 145.21413 * 5.0339283 *
*       65 *       12 *   3570563 *        55 *        19 *      2112 * 10.766376 * 144.47835 * 61.498807 * 2.7100206 *
*       65 *       13 *   3570563 *        55 *        19 *     10030 * 26.596337 * 21.901157 * 51.868732 * 2.9326927 *
*       65 *       14 *   3570563 *        55 *        19 *      2112 * 14.620061 * 128.56786 * 20.639784 *  2.397819 *
*       65 *       15 *   3570563 *        55 *        19 *      2112 * 12.259493 * 28.103733 * 121.56593 * 2.5729640 *
*       65 *       16 *   3570563 *        55 *        19 *      2212 * 20.896149 * 354.52613 * 125.99771 * 2.0893001 *
*       65 *       17 *   3570563 *        55 *        19 *      2112 * 9.4091282 * 38.000011 * 64.556207 * 2.8657913 *
*       65 *       18 *   3570563 *        55 *        19 *      2212 * 18.055765 * 10.389235 * 77.093434 * 2.2088264 *
*       66 *        0 *   3671508 *        56 *        11 *    110241 * 124.63558 * 335.36989 * 8.1649576 * 3.6677960 *
*       66 *        1 *   3671508 *        56 *        11 *        22 * 0.8503033 * 46.764423 * 105.19095 * 0.8023747 *
*       66 *        2 *   3671508 *        56 *        11 *        22 * 2.1677176 * 109.20657 * 41.676161 * 0.8029160 *
*       66 *        3 *   3671508 *        56 *        11 *        22 * 2.8927502 * 227.09982 * 166.11391 * 0.8027346 *
*       66 *        4 *   3671508 *        56 *        11 *        22 * 0.9734409 * 34.728399 * 86.828898 * 0.8022475 *
*       66 *        5 *   3671508 *        56 *        11 *      2212 * 3.0581358 * 85.925525 * 36.541392 * 4.6497556 *
*       66 *        6 *   3671508 *        56 *        11 *      2112 * 19.175849 * 9.3556856 * 15.652409 * 2.1578806 *
*       66 *        7 *   3671508 *        56 *        11 *      2212 * 13.248533 * 129.23393 * 43.634064 * 2.4940304 *
*       66 *        8 *   3671508 *        56 *        11 *      2212 * 20.994989 * 198.38902 * 41.470569 * 2.0866569 *
*       66 *        9 *   3671508 *        56 *        11 *      2112 * 3.3356381 * 173.45507 * 144.08508 * 4.4792316 *
*       66 *       10 *   3671508 *        56 *        11 *      2112 * 44.613064 * 163.63089 * 25.115615 * 1.5985204 *
*       67 *        0 *   3673827 *        57 *        19 *    380820 * 45.297128 * 245.49499 * 4.3397244 * 10.246417 *
Type <CR> to continue or q to quit ==> 
*       67 *        1 *   3673827 *        57 *        19 *        22 * 0.5848520 * 282.51893 * 60.075321 * 0.8026564 *
*       67 *        2 *   3673827 *        57 *        19 *        22 * 0.5926353 * 99.811189 * 111.58235 * 0.8026554 *
*       67 *        3 *   3673827 *        57 *        19 *        22 * 0.5303877 * 5.9043865 * 23.644355 * 0.8027236 *
*       67 *        4 *   3673827 *        57 *        19 *        22 * 0.8144569 * 92.731868 * 133.36886 * 0.8026714 *
*       67 *        5 *   3673827 *        57 *        19 *        22 * 0.5461675 * 30.582200 * 130.36133 * 0.8027829 *
*       67 *        6 *   3673827 *        57 *        19 *        22 * 0.5235882 * 113.35105 * 80.786300 * 0.8026130 *
*       67 *        7 *   3673827 *        57 *        19 *        22 * 0.7532434 * 102.51038 * 97.607971 * 0.8026469 *
*       67 *        8 *   3673827 *        57 *        19 *        22 * 0.9582114 * 59.097991 * 56.084034 * 0.8027516 *
*       67 *        9 *   3673827 *        57 *        19 *        22 * 0.8969957 * 47.342088 * 83.945906 * 0.8027969 *
*       67 *       10 *   3673827 *        57 *        19 *      2212 * 9.5674681 * 52.771008 * 25.504365 * 2.8433651 *
*       67 *       11 *   3673827 *        57 *        19 *      2112 * 3.0903984 * 254.68356 * 60.783161 * 4.6290164 *
*       67 *       12 *   3673827 *        57 *        19 *      2112 * 2.0480476 * 240.20438 * 65.633462 * 5.5750683 *
*       67 *       13 *   3673827 *        57 *        19 *      2212 * 13.832658 * 357.73615 * 59.593673 * 2.4502900 *
*       67 *       14 *   3673827 *        57 *        19 *     20040 * 26.642235 * 129.08140 * 93.430017 * 3.2979512 *
*       67 *       15 *   3673827 *        57 *        19 *      2112 * 29.000890 * 275.52370 * 70.541476 * 1.8528548 *
*       67 *       16 *   3673827 *        57 *        19 *      2112 * 18.500099 * 114.84925 * 132.82298 * 2.1882901 *
